Product Name,Rating,Review Text,Reviewer Name
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,5.0 out of 5 stars,I used the product for a year now. The cloth at the knee junction on the couch is torn due to friction and when I raised an issue with customer care they said that this is not covered under warranty.

So if this is not covered in warranty then I can review the product as below:
-The recliner works well and is comfortable but the overall build is weak.
-The cloth cover of the sofa easily gets torn due to friction between the leg rest and the couch.
- Within a year the if the cloth is tearing this tells about the quality.

I would suggest to look for other options instead of this one.,Chandrashekhar Bhatikar
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,4.0 out of 5 stars,Overall, I'm quite satisfied with this product. The fabric is of high quality and feels durable, adding a touch of elegance to my living room. The chair is generally comfortable, making it a pleasant spot for relaxation.

However, I do have an issue with the third reclining position. It doesn't provide the comfort I was expecting. Instead of a smooth, relaxing experience, it feels like I'm perched on top of a speed bump. This discomfort detracts from the overall functionality of the chair, especially for extended periods of use.

In summary, while the fabric and general comfort are commendable, the third reclining position could use significant improvement.,Logesh Kumar
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,5.0 out of 5 stars,The product is very sturdy, cushioning is nice and ergonomic. It comes in an easy to assemble packaging. Fabric is of good quality. Over all we are satisfied with this purchase.,Vam
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,5.0 out of 5 stars,it is very nice and seems very durable too. thanks for such a comfortable product.,NIDHI POTDAR
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,4.0 out of 5 stars,Excellent Its been week now I have been using, it is very comfortable, easy assemble recliner pushback is working fine, worth to buy if it is in your budget.
Before buying I tried to buy from local vendor who was promising many things almost at same cost or bit more,but thought he would buy parts outside assemble and give it, trying make profit he might compromise on few things during making, once he delivered if any problem you go to him, he will try to fix it & worst case if he doesn't agree to fix it, then it's disaster, so thought better to Buy branded it's less risk. Hope it helps to make you better choice.,Pavan Mirajkar
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,1.0 out of 5 stars,Not comfortable for your head you’ll feel pain in your neck,also quality of the cloth seems nice in pictures but in reality it’s not good.,Abhishek Kweera
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,5.0 out of 5 stars,Soft, plush, very relaxing,Amazon Customer
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,3.0 out of 5 stars,The recliner is very comfortable.

But initially the lever is too tight and makes a loud noise on release. The foot rest spring is too stiff and doesn't lock easily. But after some time it eased a bit. Also, you need to hold it with your leg, while you pull the lever.

Duroflex doesn't have any onsite service. All they do is replace, which is a hassle.

Mine is suede material. I thought it is breathable and less hot. But doesn't look either! So I am using it with a cotton sheet over it.,dk
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,5.0 out of 5 stars,I used the product for a year now. The cloth at the knee junction on the couch is torn due to friction and when I raised an issue with customer care they said that this is not covered under warranty.

So if this is not covered in warranty then I can review the product as below:
-The recliner works well and is comfortable but the overall build is weak.
-The cloth cover of the sofa easily gets torn due to friction between the leg rest and the couch.
- Within a year the if the cloth is tearing this tells about the quality.

I would suggest to look for other options instead of this one.,Chandrashekhar Bhatikar
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,4.0 out of 5 stars,Overall, I'm quite satisfied with this product. The fabric is of high quality and feels durable, adding a touch of elegance to my living room. The chair is generally comfortable, making it a pleasant spot for relaxation.

However, I do have an issue with the third reclining position. It doesn't provide the comfort I was expecting. Instead of a smooth, relaxing experience, it feels like I'm perched on top of a speed bump. This discomfort detracts from the overall functionality of the chair, especially for extended periods of use.

In summary, while the fabric and general comfort are commendable, the third reclining position could use significant improvement.,Logesh Kumar
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,5.0 out of 5 stars,The product is very sturdy, cushioning is nice and ergonomic. It comes in an easy to assemble packaging. Fabric is of good quality. Over all we are satisfied with this purchase.,Vam
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,5.0 out of 5 stars,it is very nice and seems very durable too. thanks for such a comfortable product.,NIDHI POTDAR
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,4.0 out of 5 stars,Excellent Its been week now I have been using, it is very comfortable, easy assemble recliner pushback is working fine, worth to buy if it is in your budget.
Before buying I tried to buy from local vendor who was promising many things almost at same cost or bit more,but thought he would buy parts outside assemble and give it, trying make profit he might compromise on few things during making, once he delivered if any problem you go to him, he will try to fix it & worst case if he doesn't agree to fix it, then it's disaster, so thought better to Buy branded it's less risk. Hope it helps to make you better choice.,Pavan Mirajkar
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,1.0 out of 5 stars,Not comfortable for your head you’ll feel pain in your neck,also quality of the cloth seems nice in pictures but in reality it’s not good.,Abhishek Kweera
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,5.0 out of 5 stars,Soft, plush, very relaxing,Amazon Customer
duroflex Avalon Single Seater Manual Recliner, Suede Fabric, Contemporary Look & Design, Color - Desert Orange,3.0 out of 5 stars,The recliner is very comfortable.

But initially the lever is too tight and makes a loud noise on release. The foot rest spring is too stiff and doesn't lock easily. But after some time it eased a bit. Also, you need to hold it with your leg, while you pull the lever.

Duroflex doesn't have any onsite service. All they do is replace, which is a hassle.

Mine is suede material. I thought it is breathable and less hot. But doesn't look either! So I am using it with a cotton sheet over it.,dk
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),5.0 out of 5 stars,I recently purchased the recliner sofa from Sleepy Head and I must say, it is truly amazing and definitely worth every penny spent. The installation process was incredibly simple, requiring minimal effort and time. The fabric used is of high quality and the color options available are great, ensuring that it fits beautifully into any living space.

One of the standout features of this recliner sofa is the cushioning - it is plush, providing exceptional support and comfort. Whether you're watching a movie, reading a book, or simply relaxing, the level of comfort this sofa offers is unmatched. The reclining mechanism works smoothly, allowing for easy adjustment to find the perfect lounging position.

Furthermore, the design is both stylish and practical, making it a versatile addition to any home decor. The durability of the materials used gives me confidence that this sofa will last for years to come. Overall, I am extremely satisfied with my purchase and would highly recommend the Sleepy Head recliner sofa to anyone looking for a blend of quality, comfort, and style in their furniture.,Ravi Kainth
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),4.0 out of 5 stars,Good sturdy product. Reclining comfort is good. In upright position there might be some discomfort with the back support.
Overall good product in the price range. Recommend it,Vivek
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),5.0 out of 5 stars,The packaging was sturdy, and assembly was simple. It took less than 5 minutes to put together the entire recliner. The fabric of the recliner is of high quality, and it provides overall comfort.,sat
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),5.0 out of 5 stars,Aesthetic, quality. Very comfortable n easy to use.,Ranjit Dafe
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),5.0 out of 5 stars,the colour and size is like the picture only, which is accurate. it opens smoothly, easy to install, comfortable, spacious, doesn't sweat us like leather recliners and is springy. good buy,Guruprasad
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),4.0 out of 5 stars,Sleepy head recliner is easy to install.
The fabric and color is matching what u see on Amazon. Comfortable and can sit on longer time and back side is durable.
Over all the product is value for money.,Irfan mir
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),5.0 out of 5 stars,Very comfortable recliner. Reclines pretty well. Motorized controls work really well. Quality of the material is also pretty good.,Placeholder
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),4.0 out of 5 stars,Using this chair daily for over a month.. very comfortable.. excellent build quality.. feels like it should last for ling time.. value for money considering other options available..,Sameer J.
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),5.0 out of 5 stars,I recently purchased the recliner sofa from Sleepy Head and I must say, it is truly amazing and definitely worth every penny spent. The installation process was incredibly simple, requiring minimal effort and time. The fabric used is of high quality and the color options available are great, ensuring that it fits beautifully into any living space.

One of the standout features of this recliner sofa is the cushioning - it is plush, providing exceptional support and comfort. Whether you're watching a movie, reading a book, or simply relaxing, the level of comfort this sofa offers is unmatched. The reclining mechanism works smoothly, allowing for easy adjustment to find the perfect lounging position.

Furthermore, the design is both stylish and practical, making it a versatile addition to any home decor. The durability of the materials used gives me confidence that this sofa will last for years to come. Overall, I am extremely satisfied with my purchase and would highly recommend the Sleepy Head recliner sofa to anyone looking for a blend of quality, comfort, and style in their furniture.,Ravi Kainth
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),4.0 out of 5 stars,Good sturdy product. Reclining comfort is good. In upright position there might be some discomfort with the back support.
Overall good product in the price range. Recommend it,Vivek
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),5.0 out of 5 stars,The packaging was sturdy, and assembly was simple. It took less than 5 minutes to put together the entire recliner. The fabric of the recliner is of high quality, and it provides overall comfort.,sat
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),5.0 out of 5 stars,Aesthetic, quality. Very comfortable n easy to use.,Ranjit Dafe
Sleepyhead RX5 - Single Seater Fabric Recliner (Italian Grey),5.0 out of 5 stars,the colour and size is like the picture only, which is accurate. it opens smoothly, easy to install, comfortable, spacious, doesn't sweat us like leather recliners and is springy. good buy,Guruprasad
